timestamp,lat_ref,lon_ref,alt_ref,sol_az,sol_el,lun_az,lun_el,jup_az,jup_el,pression_theo,temp_theo,g_base
1780946645,43.28463,5.35865,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.66,14.64,9.8046
